DownTime,EventTime,Keypress
53228827481721,53228910338388,KEYCODE_6
53229663257971,53229753302034,KEYCODE_3
53230514095053,53230613605158,KEYCODE_1
53231341396512,53231415432345,KEYCODE_5
53232160580262,53232250511668,KEYCODE_2
53233053221251,53233135549011,KEYCODE_8
53233871562813,53233978740000,KEYCODE_4
53234690598699,53234763718594,KEYCODE_2
53235534449375,53235624608490,KEYCODE_6
53236377856405,53236476323228,KEYCODE_7
53237245687968,53237336226978,KEYCODE_3
53238140270833,53238238442134,KEYCODE_4
53239000582447,53239090542343,KEYCODE_1
53239852400363,53239926123175,KEYCODE_0
53240763099165,53240853391144,KEYCODE_8
53241581816873,53241689060570,KEYCODE_9
53242467078539,53242557536299,KEYCODE_5
53243352235466,53243450822810,KEYCODE_4
53244179153225,53244269475152,KEYCODE_5
53244981513330,53245087859163,KEYCODE_6
53245849313954,53245939411663,KEYCODE_0
53246709577860,53246800650100,KEYCODE_8
53247637019058,53247710454996,KEYCODE_2
53248446524214,53248528611818,KEYCODE_3
53249331795620,53249430425620,KEYCODE_1
53250200469005,53250291452495,KEYCODE_7
53250994424526,53251092527026,KEYCODE_9
53251971099108,53252044199941,KEYCODE_7
53252872922546,53252971657754,KEYCODE_4
53253691298692,53253773090358,KEYCODE_3
53254601173899,53254658576398,KEYCODE_0
53255412486763,53255486240357,KEYCODE_8
53256255752857,53256320723326,KEYCODE_2
53257106707283,53257172686554,KEYCODE_6
53258084582127,53258166192127,KEYCODE_1
53258878682543,53258953454262,KEYCODE_5
53259705339470,53259771336605,KEYCODE_9
53260574511397,53260639352698,KEYCODE_2
53261375932542,53261449640875,KEYCODE_6
53262285855042,53262359525354,KEYCODE_8
53263103960146,53263211310354,KEYCODE_3
53263956323427,53264046632229,KEYCODE_7
53264824181916,53264898711811,KEYCODE_0
53265667519363,53265750547853,KEYCODE_9
53266445685197,53266527956759,KEYCODE_5
53267239057174,53267363027175,KEYCODE_4
53268091563373,53268182183477,KEYCODE_1
53268885177904,53268958167227,KEYCODE_3
53269803489154,53269876996600,KEYCODE_1
53270647212695,53270712404414,KEYCODE_0
53271490172018,53271589636496,KEYCODE_4
53272309027642,53272399470975,KEYCODE_9
53273277916027,53273360144361,KEYCODE_7
53274004177902,53274086522277,KEYCODE_6
53274798705870,53274871589673,KEYCODE_5
53275616930713,53275698597640,KEYCODE_2
53276453054047,53276518259203,KEYCODE_8
53277237276859,53277327938265,KEYCODE_6
53278064578056,53278163532484,KEYCODE_1
53278892538629,53278957650504,KEYCODE_5
53279676524306,53279759244254,KEYCODE_8
53280511591754,53280577661336,KEYCODE_0
53281272349618,53281370591441,KEYCODE_3
53282157605399,53282231235451,KEYCODE_2
53282942365606,53283016599825,KEYCODE_9
53283761301805,53283869237116,KEYCODE_7
53284571923940,53284679340606,KEYCODE_4
53285415491700,53285515105137,KEYCODE_6
53286326152064,53286392177793,KEYCODE_0
53287153165449,53287227065188,KEYCODE_8
53287971589460,53288045651230,KEYCODE_3
53288765110292,53288881375709,KEYCODE_4
53289516909563,53289599432583,KEYCODE_5
53290411292063,53290501680500,KEYCODE_7
53291204503937,53291287643520,KEYCODE_2
53292064997322,53292139257947,KEYCODE_9
53292875151957,53292974547218,KEYCODE_1
53293677918936,53293767847998,KEYCODE_3
53294396468831,53294469227165,KEYCODE_0
53295106177946,53295187298363,KEYCODE_5
53295865301852,53295981692113,KEYCODE_1
53296641924039,53296732954872,KEYCODE_7
53297402962268,53297476965185,KEYCODE_8
53298270779612,53298353473674,KEYCODE_4
53299074385757,53299147436121,KEYCODE_2
53299800185705,53299898863569,KEYCODE_9
53300577860860,53300675994559,KEYCODE_6
53301369930912,53301460894037,KEYCODE_7
53302205960183,53302296724922,KEYCODE_4
53303016073308,53303098424505,KEYCODE_8
53303910452630,53304001611380,KEYCODE_3
53304737666275,53304811028672,KEYCODE_5
53305589407577,53305679382838,KEYCODE_2
53306383140703,53306464565494,KEYCODE_6
53307202233098,53307283761743,KEYCODE_0
53307995031327,53308085112524,KEYCODE_9
53308871329556,53308979439243,KEYCODE_1
53309649965544,53309722529034,KEYCODE_5
53310475695023,53310584153982,KEYCODE_4
53311336249815,53311426594659,KEYCODE_3
53312130528408,53312220719971,KEYCODE_9
53312958059814,53313072365596,KEYCODE_1
53313833610543,53313932592939,KEYCODE_7
53314652550803,53314726439136,KEYCODE_0
53315488457834,53315578340646,KEYCODE_2
53316382575334,53316456044605,KEYCODE_8
53317200873094,53317283991010,KEYCODE_6
53318020635854,53318119502989,KEYCODE_4
53318864040177,53318929644343,KEYCODE_5
53319749312467,53319865156842,KEYCODE_1
53320560585020,53320651253145,KEYCODE_9
53321403805436,53321485960228,KEYCODE_8
53322298035643,53322396638091,KEYCODE_7
53323142117987,53323215254341,KEYCODE_0
53324026842154,53324117468404,KEYCODE_2
53324803688091,53324893871372,KEYCODE_6
53325639010746,53325721510903,KEYCODE_3
53326558579288,53326656684809,KEYCODE_1
53327344344705,53327434265538,KEYCODE_9
53328205411944,53328270364340,KEYCODE_2
53329007086787,53329131372048,KEYCODE_7
53329843618610,53329934193871,KEYCODE_3
53330737838765,53330837477047,KEYCODE_4
53331540394235,53331623879859,KEYCODE_5
53332409675952,53332476297984,KEYCODE_0
53333204016785,53333295403400,KEYCODE_6
53334032378869,53334114690431,KEYCODE_8
53334852476108,53334959142514,KEYCODE_6
53335704279753,53335811902358,KEYCODE_4
53336507705378,53336573473972,KEYCODE_2
53337377482513,53337467553919,KEYCODE_1
53338197399335,53338287005325,KEYCODE_3
53339050369857,53339115628815,KEYCODE_5
53339893850325,53339968164179,KEYCODE_8
53340670722614,53340745155480,KEYCODE_9
53341531602668,53341622346158,KEYCODE_7
53342334441730,53342399076105,KEYCODE_0
53343127819751,53343201610220,KEYCODE_2
53343980318344,53344087070948,KEYCODE_4
53344765327458,53344848127823,KEYCODE_5
53345559062302,53345641423657,KEYCODE_3
53346461886208,53346568837665,KEYCODE_1
53347222189801,53347312487718,KEYCODE_9
53348057769228,53348131762562,KEYCODE_6
53348917774696,53349008734331,KEYCODE_7
53349753184540,53349819125112,KEYCODE_8
53350613835477,53350696398446,KEYCODE_0
53351391154695,53351457183080,KEYCODE_8
53352226318132,53352317448289,KEYCODE_6
53353045974018,53353160962195,KEYCODE_4
53353788715839,53353888164277,KEYCODE_5
53354650201726,53354765241361,KEYCODE_1
53355401760840,53355492285215,KEYCODE_3
53356436801880,53356544816620,KEYCODE_7
53357223168599,53357297039537,KEYCODE_2
53357999172974,53358098287193,KEYCODE_9
53358851445943,53358917365682,KEYCODE_0
53359737694171,53359803371463,KEYCODE_0
53360481187557,53360563501098,KEYCODE_8
53361307310525,53361398369014,KEYCODE_9
53362143206722,53362242012139,KEYCODE_7
53362970350316,53363086051930,KEYCODE_4
53363773010212,53363854790368,KEYCODE_2
53364607699690,53364715368336,KEYCODE_1
53365334972867,53365442546305,KEYCODE_3
53366120743649,53366212174534,KEYCODE_5
53366930432814,53367012987606,KEYCODE_6
53367774831095,53367857046355,KEYCODE_2
53368593822814,53368709367970,KEYCODE_4
53369371552241,53369445344272,KEYCODE_3
53370190245105,53370289395417,KEYCODE_7
53370909600625,53370991562344,KEYCODE_9
53371803302188,53371903251407,KEYCODE_1
53372581120573,53372663357968,KEYCODE_6
53373399323905,53373473533750,KEYCODE_0
53374209815363,53374293667812,KEYCODE_5
53375062271093,53375144366144,KEYCODE_8
53375897347863,53375963657238,KEYCODE_2
53376750518801,53376857263175,KEYCODE_4
53377560449373,53377667898122,KEYCODE_3
53378422352550,53378511508279,KEYCODE_7
53379265245154,53379380698696,KEYCODE_1
53380083458695,53380149379528,KEYCODE_8
53380944414215,53381018376090,KEYCODE_5
53381747121611,53381813228955,KEYCODE_6
53382583821141,53382648992235,KEYCODE_0
53383434263537,53383500256298,KEYCODE_9
53384337738693,53384427996870,KEYCODE_1
53385122314996,53385204811713,KEYCODE_3
53386016977338,53386082537391,KEYCODE_0
53386927135932,53387001276245,KEYCODE_2
53387788178640,53387879085774,KEYCODE_8
53388539980774,53388630189473,KEYCODE_9
53389358824629,53389432460827,KEYCODE_5
53390228126139,53390343414056,KEYCODE_4
53391089516398,53391188291711,KEYCODE_7
53391884718742,53391965820617,KEYCODE_6
53392694157440,53392777651763,KEYCODE_3
53393513216502,53393595985044,KEYCODE_7
53394332524731,53394406157804,KEYCODE_2
53395158692856,53395266829470,KEYCODE_1
53395911049522,53395993217230,KEYCODE_5
53396696291292,53396770748585,KEYCODE_9
53397481730251,53397580768428,KEYCODE_4
53398260731605,53398358711031,KEYCODE_6
53399044368427,53399126788323,KEYCODE_8
53399830496031,53399903616656,KEYCODE_0
53400598941343,53400705843896,KEYCODE_9
53401450849728,53401541409312,KEYCODE_0
53402186191186,53402293248843,KEYCODE_6
53402996021811,53403095050405,KEYCODE_7
53403807386081,53403880367280,KEYCODE_5
53404592704936,53404699464935,KEYCODE_1
53405377092591,53405451132696,KEYCODE_8
53406205198839,53406270058685,KEYCODE_2
53406973732539,53407072902330,KEYCODE_3
53407793393789,53407891068112,KEYCODE_4
53408544879622,53408635001966,KEYCODE_6
53409387678162,53409445007329,KEYCODE_2
53410232716704,53410297840350,KEYCODE_0
53411050847017,53411125048579,KEYCODE_5
53411877839724,53411960142172,KEYCODE_3
53412747593890,53412845672849,KEYCODE_7
53413582414828,53413656242797,KEYCODE_8
53414409024150,53414533469359,KEYCODE_4
53415212001338,53415319013160,KEYCODE_1
53416005428421,53416079265452,KEYCODE_9
53416857173107,53416923021024,KEYCODE_0
53417693395816,53417766476857,KEYCODE_5
53418546052847,53418627670086,KEYCODE_6
53419431283524,53419504467273,KEYCODE_8
53420224803784,53420323291909,KEYCODE_1
53421018880971,53421108882898,KEYCODE_3
53421862408523,53421969696439,KEYCODE_4
53422622999876,53422713044929,KEYCODE_9
53423491831439,53423582196960,KEYCODE_7
53424310759304,53424384031543,KEYCODE_2
53425129157167,53425220357949,KEYCODE_7
53426006527583,53426072519980,KEYCODE_2
53426868103104,53426974715344,KEYCODE_4
53427645150916,53427719215291,KEYCODE_3
53428480712062,53428563535499,KEYCODE_6
53429307313936,53429406653207,KEYCODE_1
53430159582165,53430233534873,KEYCODE_5
53431020218676,53431103236488,KEYCODE_0
53431780644405,53431864067686,KEYCODE_9
53432634141331,53432707707476,KEYCODE_8
53433511158727,53433593282581,KEYCODE_8
53434279068466,53434361522425,KEYCODE_6
53435132727736,53435197751277,KEYCODE_2
53435984845548,53436091770601,KEYCODE_1
53436795408205,53436869305965,KEYCODE_3
53437605257110,53437687953985,KEYCODE_5
53438525026016,53438623446277,KEYCODE_7
53439360348725,53439467711224,KEYCODE_4
53440179453984,53440244966588,KEYCODE_0
53440964952109,53441038757525,KEYCODE_9
53441851368203,53441950174401,KEYCODE_4
53442645306848,53442728521535,KEYCODE_9
53443498494556,53443614643879,KEYCODE_7
53444284699139,53444358554139,KEYCODE_2
53445138855076,53445205284608,KEYCODE_5
53445991644868,53446064991378,KEYCODE_8
53446834296951,53446917103721,KEYCODE_3
53447654279346,53447753009815,KEYCODE_6
53448489685856,53448605213773,KEYCODE_1
53449358299345,53449424335231,KEYCODE_0
53450178628720,53450301846794,KEYCODE_1
53450954565334,53451053682782,KEYCODE_6
53451723471220,53451814417730,KEYCODE_3
53452560614397,53452625900646,KEYCODE_9
53453413125229,53453469779604,KEYCODE_5
53454273533458,53454338699552,KEYCODE_8
53455125709395,53455224438041,KEYCODE_7
53455877152156,53455959798509,KEYCODE_2
53456688854186,53456778530853,KEYCODE_4
53457507511842,53457581725280,KEYCODE_0
53458318044290,53458400740176,KEYCODE_6
53459104183612,53459211395696,KEYCODE_7
53459848053300,53459955054602,KEYCODE_9
53460674818873,53460757358508,KEYCODE_5
53461477861215,53461551314341,KEYCODE_8
53462339128871,53462420571945,KEYCODE_2
53463215764757,53463297473611,KEYCODE_1
53464101057621,53464158741214,KEYCODE_0
53464929133610,53465027618975,KEYCODE_4
53465714870902,53465797339495,KEYCODE_3
53466516632619,53466582366891,KEYCODE_0
53467310045224,53467392540849,KEYCODE_4
53468096855015,53468177864234,KEYCODE_9
53468881702047,53468963636318,KEYCODE_1
53469700671109,53469782685275,KEYCODE_6
53470494373869,53470577127827,KEYCODE_5
53471297030587,53471370390796,KEYCODE_8
53472074196732,53472147855274,KEYCODE_3
53472876916420,53472951818451,KEYCODE_2
53473719888867,53473827536836,KEYCODE_7
53474522656263,53474605481211,KEYCODE_2
53475316947669,53475382312565,KEYCODE_8
53476085459596,53476176474544,KEYCODE_1
53476879261835,53476995214229,KEYCODE_4
53477598522511,53477680926626,KEYCODE_6
53478417283918,53478482958970,KEYCODE_0
53479219789126,53479284992668,KEYCODE_5
53479995958396,53480070406626,KEYCODE_3
53480706535167,53480806752510,KEYCODE_9
53481509592823,53481616188656,KEYCODE_7
53482286210791,53482376838135,KEYCODE_1
53483130701572,53483237525009,KEYCODE_4
53483932154020,53484006375114,KEYCODE_9
53484710170374,53484775628499,KEYCODE_5
53485462617665,53485535966311,KEYCODE_3
53486297412612,53486371577196,KEYCODE_2
53487124770061,53487207661571,KEYCODE_7
53487827218080,53487917623705,KEYCODE_6
53488646225007,53488720072300,KEYCODE_8
53489473247820,53489547986153,KEYCODE_0
53490275949798,53490367296881,KEYCODE_7
53491120853288,53491211116257,KEYCODE_3
53491913630527,53492012917507,KEYCODE_6
53492724507244,53492824216464,KEYCODE_1
53493561309745,53493642810058,KEYCODE_4
53494338397453,53494411817870,KEYCODE_5
53495131470683,53495239079588,KEYCODE_9
53495944463755,53496025329327,KEYCODE_2
53496779503285,53496845463129,KEYCODE_0
53497615703442,53497690126307,KEYCODE_8
53498527356983,53498635035264,KEYCODE_3
53499171504900,53499278419066,KEYCODE_7
53499731419848,53499797446878,KEYCODE_5
53500224322087,53500290361775,KEYCODE_8
53500741950420,53500850526774,KEYCODE_4
53501269476877,53501343025211,KEYCODE_0
53501854649117,53501944469065,KEYCODE_1
53502422800680,53502488191981,KEYCODE_2
53502932466982,53503006374481,KEYCODE_9
53503425563439,53503499134897,KEYCODE_6
53503935216252,53504017813960,KEYCODE_5
53504460920523,53504535203231,KEYCODE_8
53505013672866,53505069919532,KEYCODE_2
53505581540158,53505680560054,KEYCODE_4
53506115921042,53506198577552,KEYCODE_9
53506634165001,53506700372136,KEYCODE_3
53507211869584,53507260282084,KEYCODE_0
53507746341198,53507854188907,KEYCODE_7
53508322804063,53508388413593,KEYCODE_1
53508824818593,53508897999531,KEYCODE_6
53509351309479,53509424716302,KEYCODE_2
53509885779166,53509934503750,KEYCODE_5
53510453390729,53510552799062,KEYCODE_7
53510988740989,53511037650675,KEYCODE_6
53511541123853,53511590226145,KEYCODE_3
53512085518488,53512150754738,KEYCODE_0
53512628945207,53512727173905,KEYCODE_4
53513289606144,53513346150884,KEYCODE_9
53513833437967,53513915017289,KEYCODE_1
53514375611664,53514449798747,KEYCODE_8
53514935999477,53515043222185,KEYCODE_4
53515520329217,53515586448122,KEYCODE_8
53516055382706,53516130305467,KEYCODE_2
53516598450621,53516698065205,KEYCODE_7
53517150892341,53517207540517,KEYCODE_5
53517693711663,53517759235048,KEYCODE_3
53518227877027,53518285561663,KEYCODE_6
53518804619632,53518862686924,KEYCODE_9
53519339683797,53519422981819,KEYCODE_1
53519858549943,53519932391350,KEYCODE_0
53520384185621,53520492010725,KEYCODE_7
53520944548068,53521010616715,KEYCODE_3
53521480306610,53521537123587,KEYCODE_0
53522047608432,53522096719317,KEYCODE_8
53522574927859,53522632006557,KEYCODE_9
53523059595359,53523116507286,KEYCODE_5
53523610351974,53523709539213,KEYCODE_4
53524170790513,53524254193327,KEYCODE_6
53524713842285,53524779272129,KEYCODE_2
53525283368952,53525364582077,KEYCODE_1
53525826203743,53525899550254,KEYCODE_9
53526352823275,53526402074681,KEYCODE_5
53526921040983,53526986732701,KEYCODE_8
53527507487805,53527571813847,KEYCODE_0
53528016797544,53528081919472,KEYCODE_6
53528518736451,53528575760409,KEYCODE_2
53529103446086,53529194172701,KEYCODE_3
53529731397023,53529812871138,KEYCODE_7
53530283422023,53530357304783,KEYCODE_1
53530858799418,53530958062022,KEYCODE_4
53531368608845,53531426024054,KEYCODE_6
53531895521710,53531968807179,KEYCODE_2
53532437892334,53532529049313,KEYCODE_1
53532981175303,53533055660199,KEYCODE_8
53533524727178,53533615264782,KEYCODE_7
53534084120616,53534141419835,KEYCODE_0
53534602742177,53534651746863,KEYCODE_3
53535137052802,53535203141292,KEYCODE_9
53535638692698,53535678966031,KEYCODE_5
53536198735562,53536297444521,KEYCODE_4
53536766605146,53536832654000,KEYCODE_8
53537327725301,53537375987020,KEYCODE_0
53537811711343,53537868924415,KEYCODE_5
53538354310353,53538387269259,KEYCODE_9
53538882171499,53538955595770,KEYCODE_3
53539492560041,53539574442228,KEYCODE_4
53540044490665,53540134989779,KEYCODE_1
53540622078009,53540720792123,KEYCODE_7
53541173963373,53541256179519,KEYCODE_2
53541699622747,53541773862279,KEYCODE_6
53542226641602,53542292885248,KEYCODE_5
53542787254257,53542843943112,KEYCODE_0
53543279473945,53543336518736,KEYCODE_9
53543789574674,53543846995872,KEYCODE_8
53544398877799,53544498611549,KEYCODE_7
53544933855872,53545000855924,KEYCODE_6
53545519392537,53545610496861,KEYCODE_4
53546096421548,53546195773527,KEYCODE_1
53546657763631,53546723127850,KEYCODE_3
53547217266391,53547299678162,KEYCODE_2
53547794547902,53547885239933,KEYCODE_1
53548380601964,53548479436859,KEYCODE_7
53548923228943,53549006057276,KEYCODE_9
53549467543422,53549533933891,KEYCODE_5
53550035875089,53550093303682,KEYCODE_8
53550579943421,53550678145765,KEYCODE_4
53551106205869,53551179442900,KEYCODE_3
53551648248681,53551706774150,KEYCODE_0
53552200749776,53552274563734,KEYCODE_6
53552718787379,53552792925452,KEYCODE_2
