DownTime,EventTime,Keypress
19497628000000,19497703000000,KEYCODE_9
19498287000000,19498378000000,KEYCODE_2
19498878000000,19499003000000,KEYCODE_4
19499503000000,19499619000000,KEYCODE_7
19500170000000,19500277000000,KEYCODE_6
19500786000000,19500852000000,KEYCODE_1
19501403000000,19501535000000,KEYCODE_0
19502028000000,19502135000000,KEYCODE_8
19502611000000,19502710000000,KEYCODE_3
19503269000000,19503377000000,KEYCODE_0
19503877000000,19503952000000,KEYCODE_3
19504452000000,19504527000000,KEYCODE_8
19505169000000,19505252000000,KEYCODE_9
19505902000000,19506002000000,KEYCODE_5
19506469000000,19506560000000,KEYCODE_6
19507086000000,19507218000000,KEYCODE_4
19507752000000,19507852000000,KEYCODE_2
19508360000000,19508493000000,KEYCODE_1
19509094000000,19509235000000,KEYCODE_7
19509685000000,19509768000000,KEYCODE_6
19510235000000,19510368000000,KEYCODE_9
19510868000000,19510968000000,KEYCODE_4
19511585000000,19511676000000,KEYCODE_8
19512235000000,19512318000000,KEYCODE_1
19512918000000,19513034000000,KEYCODE_7
19513610000000,19513676000000,KEYCODE_3
19514302000000,19514426000000,KEYCODE_0
19515044000000,19515160000000,KEYCODE_5
19515836000000,19515919000000,KEYCODE_2
19516553000000,19516694000000,KEYCODE_9
19517278000000,19517369000000,KEYCODE_8
19517945000000,19518069000000,KEYCODE_6
19518728000000,19518852000000,KEYCODE_1
19519436000000,19519561000000,KEYCODE_7
19520186000000,19520286000000,KEYCODE_0
19520903000000,19521011000000,KEYCODE_5
19521628000000,19521769000000,KEYCODE_3
19522328000000,19522519000000,KEYCODE_4
19523061000000,19523169000000,KEYCODE_2
19523669000000,19523810000000,KEYCODE_9
19524286000000,19524410000000,KEYCODE_7
19524936000000,19525044000000,KEYCODE_0
19525603000000,19525694000000,KEYCODE_1
19526227000000,19526343000000,KEYCODE_6
19526869000000,19526968000000,KEYCODE_3
19527436000000,19527560000000,KEYCODE_4
19528144000000,19528243000000,KEYCODE_5
19528811000000,19528910000000,KEYCODE_2
19529419000000,19529535000000,KEYCODE_8
19530077000000,19530185000000,KEYCODE_7
19530686000000,19530777000000,KEYCODE_1
19531294000000,19531410000000,KEYCODE_0
19531936000000,19532002000000,KEYCODE_3
19532519000000,19532635000000,KEYCODE_4
19533177000000,19533335000000,KEYCODE_5
19533819000000,19533943000000,KEYCODE_9
19534477000000,19534577000000,KEYCODE_2
19535077000000,19535185000000,KEYCODE_8
19535703000000,19535819000000,KEYCODE_6
19536378000000,19536469000000,KEYCODE_1
19537003000000,19537069000000,KEYCODE_5
19537578000000,19537694000000,KEYCODE_8
19538311000000,19538419000000,KEYCODE_2
19538953000000,19539044000000,KEYCODE_3
19539486000000,19539577000000,KEYCODE_4
19540086000000,19540211000000,KEYCODE_9
19540736000000,19540852000000,KEYCODE_0
19541370000000,19541494000000,KEYCODE_6
19542036000000,19542169000000,KEYCODE_7
19542720000000,19542836000000,KEYCODE_4
19543445000000,19543544000000,KEYCODE_1
19544128000000,19544253000000,KEYCODE_2
19544804000000,19544928000000,KEYCODE_8
19545529000000,19545636000000,KEYCODE_3
19546212000000,19546345000000,KEYCODE_7
19546879000000,19546995000000,KEYCODE_9
19547579000000,19547720000000,KEYCODE_0
19548279000000,19548411000000,KEYCODE_5
19548945000000,19549103000000,KEYCODE_6
19549637000000,19549770000000,KEYCODE_8
19550362000000,19550537000000,KEYCODE_0
19551104000000,19551261000000,KEYCODE_7
19551879000000,19552062000000,KEYCODE_4
19552646000000,19552745000000,KEYCODE_9
19553296000000,19553404000000,KEYCODE_5
19553979000000,19554079000000,KEYCODE_3
19554646000000,19554754000000,KEYCODE_2
19555388000000,19555512000000,KEYCODE_1
19556038000000,19556137000000,KEYCODE_6
19556713000000,19556871000000,KEYCODE_4
19557380000000,19557563000000,KEYCODE_8
19558072000000,19558196000000,KEYCODE_3
19558814000000,19558938000000,KEYCODE_1
19559472000000,19559622000000,KEYCODE_0
19560089000000,19560222000000,KEYCODE_7
19560806000000,19560905000000,KEYCODE_6
19561522000000,19561680000000,KEYCODE_9
19562214000000,19562413000000,KEYCODE_5
19562906000000,19563055000000,KEYCODE_2
19563598000000,19563739000000,KEYCODE_6
19564274000000,19564373000000,KEYCODE_8
19564916000000,19565066000000,KEYCODE_3
19565600000000,19565766000000,KEYCODE_7
19566209000000,19566325000000,KEYCODE_9
19566818000000,19566934000000,KEYCODE_1
19567468000000,19567592000000,KEYCODE_4
19568118000000,19568234000000,KEYCODE_5
19568810000000,19568918000000,KEYCODE_2
19569435000000,19569576000000,KEYCODE_0
19570085000000,19570260000000,KEYCODE_8
19570802000000,19570943000000,KEYCODE_4
19571494000000,19571601000000,KEYCODE_9
19572186000000,19572310000000,KEYCODE_7
19572969000000,19573085000000,KEYCODE_3
19573670000000,19573769000000,KEYCODE_2
19574362000000,19574511000000,KEYCODE_0
19575029000000,19575254000000,KEYCODE_6
19575713000000,19575838000000,KEYCODE_5
19576322000000,19576446000000,KEYCODE_1
19576997000000,19577105000000,KEYCODE_3
19577672000000,19577797000000,KEYCODE_2
19578322000000,19578464000000,KEYCODE_5
19578998000000,19579155000000,KEYCODE_9
19579706000000,19579881000000,KEYCODE_1
19580449000000,19580573000000,KEYCODE_8
19581166000000,19581291000000,KEYCODE_0
19581851000000,19581983000000,KEYCODE_6
19582518000000,19582684000000,KEYCODE_7
19583202000000,19583335000000,KEYCODE_4
19583936000000,19584027000000,KEYCODE_4
19584602000000,19584735000000,KEYCODE_1
19585244000000,19585360000000,KEYCODE_3
19585886000000,19586044000000,KEYCODE_8
19586586000000,19586711000000,KEYCODE_7
19587312000000,19587445000000,KEYCODE_2
19587996000000,19588112000000,KEYCODE_5
19588671000000,19588779000000,KEYCODE_9
19589380000000,19589563000000,KEYCODE_0
19590080000000,19590188000000,KEYCODE_6
19590697000000,19590805000000,KEYCODE_8
19591397000000,19591522000000,KEYCODE_6
19592089000000,19592197000000,KEYCODE_1
19592831000000,19592931000000,KEYCODE_2
19593490000000,19593631000000,KEYCODE_0
19594207000000,19594315000000,KEYCODE_3
19594882000000,19595032000000,KEYCODE_7
19595583000000,19595690000000,KEYCODE_5
19596258000000,19596424000000,KEYCODE_9
19596833000000,19597041000000,KEYCODE_4
19597508000000,19597716000000,KEYCODE_5
19598234000000,19598416000000,KEYCODE_0
19598917000000,19599067000000,KEYCODE_7
19599534000000,19599634000000,KEYCODE_9
19600168000000,19600342000000,KEYCODE_6
19600851000000,19601017000000,KEYCODE_3
19601468000000,19601626000000,KEYCODE_4
19602118000000,19602234000000,KEYCODE_2
19602852000000,19602951000000,KEYCODE_1
19603511000000,19603618000000,KEYCODE_8
19604136000000,19604277000000,KEYCODE_9
19604811000000,19604927000000,KEYCODE_3
19605461000000,19605594000000,KEYCODE_1
19606112000000,19606228000000,KEYCODE_4
19606753000000,19606895000000,KEYCODE_8
19607387000000,19607503000000,KEYCODE_6
19608029000000,19608170000000,KEYCODE_7
19608671000000,19608787000000,KEYCODE_2
19609396000000,19609554000000,KEYCODE_0
19610022000000,19610138000000,KEYCODE_5
19610706000000,19610823000000,KEYCODE_4
19611341000000,19611449000000,KEYCODE_6
19612058000000,19612199000000,KEYCODE_2
19612875000000,19613075000000,KEYCODE_8
19613551000000,19613709000000,KEYCODE_7
19614235000000,19614343000000,KEYCODE_3
19614878000000,19615094000000,KEYCODE_5
19615620000000,19615845000000,KEYCODE_9
19616354000000,19616537000000,KEYCODE_0
19617071000000,19617254000000,KEYCODE_1
19617697000000,19617921000000,KEYCODE_8
19618330000000,19618563000000,KEYCODE_4
19619064000000,19619180000000,KEYCODE_3
19619631000000,19619772000000,KEYCODE_6
19620323000000,19620448000000,KEYCODE_1
19620957000000,19621115000000,KEYCODE_9
19621649000000,19621866000000,KEYCODE_0
19622358000000,19622533000000,KEYCODE_5
19623017000000,19623208000000,KEYCODE_7
19623692000000,19623816000000,KEYCODE_2
19624309000000,19624492000000,KEYCODE_5
19624968000000,19625117000000,KEYCODE_4
19625660000000,19625784000000,KEYCODE_2
19626344000000,19626485000000,KEYCODE_9
19627002000000,19627210000000,KEYCODE_6
19627694000000,19627869000000,KEYCODE_8
19628328000000,19628486000000,KEYCODE_1
19629012000000,19629178000000,KEYCODE_7
19629779000000,19629953000000,KEYCODE_3
19630487000000,19630687000000,KEYCODE_0
19631113000000,19631304000000,KEYCODE_9
19631805000000,19631954000000,KEYCODE_2
19632422000000,19632571000000,KEYCODE_1
19633098000000,19633272000000,KEYCODE_3
19633698000000,19633872000000,KEYCODE_4
19634298000000,19634431000000,KEYCODE_6
19634999000000,19635165000000,KEYCODE_5
19635692000000,19635850000000,KEYCODE_0
19636259000000,19636392000000,KEYCODE_8
19636902000000,19637077000000,KEYCODE_7
19637536000000,19637669000000,KEYCODE_6
19638162000000,19638312000000,KEYCODE_3
19638813000000,19639004000000,KEYCODE_2
19639522000000,19639713000000,KEYCODE_7
19640164000000,19640355000000,KEYCODE_8
19640848000000,19641048000000,KEYCODE_5
19641524000000,19641691000000,KEYCODE_0
19642142000000,19642258000000,KEYCODE_9
19642826000000,19642984000000,KEYCODE_4
19643477000000,19643643000000,KEYCODE_1
19644111000000,19644278000000,KEYCODE_5
19644704000000,19644870000000,KEYCODE_7
19645388000000,19645529000000,KEYCODE_1
19646022000000,19646205000000,KEYCODE_9
19646723000000,19646890000000,KEYCODE_4
19647358000000,19647532000000,KEYCODE_8
19648025000000,19648208000000,KEYCODE_3
19648668000000,19648843000000,KEYCODE_6
19649335000000,19649535000000,KEYCODE_0
19650036000000,19650193000000,KEYCODE_2
19650686000000,19650819000000,KEYCODE_3
19651278000000,19651436000000,KEYCODE_4
19651895000000,19652062000000,KEYCODE_6
19652579000000,19652729000000,KEYCODE_7
19653238000000,19653363000000,KEYCODE_9
19653855000000,19654055000000,KEYCODE_8
19654622000000,19654763000000,KEYCODE_2
19655264000000,19655439000000,KEYCODE_5
19655956000000,19656114000000,KEYCODE_1
19656598000000,19656773000000,KEYCODE_0
19657324000000,19657457000000,KEYCODE_0
19657958000000,19658124000000,KEYCODE_8
19658625000000,19658766000000,KEYCODE_2
19659250000000,19659399000000,KEYCODE_4
19659909000000,19660108000000,KEYCODE_7
19660567000000,19660675000000,KEYCODE_3
19661160000000,19661309000000,KEYCODE_5
19661810000000,19661959000000,KEYCODE_6
19662519000000,19662677000000,KEYCODE_1
19663144000000,19663285000000,KEYCODE_9
19663786000000,19663961000000,KEYCODE_6
19664462000000,19664603000000,KEYCODE_9
19665138000000,19665296000000,KEYCODE_1
19665805000000,19665988000000,KEYCODE_4
19666448000000,19666639000000,KEYCODE_0
19667081000000,19667239000000,KEYCODE_8
19667723000000,19667864000000,KEYCODE_3
19668357000000,19668515000000,KEYCODE_5
19669016000000,19669174000000,KEYCODE_2
19669666000000,19669808000000,KEYCODE_7
19670292000000,19670408000000,KEYCODE_2
19670909000000,19671050000000,KEYCODE_6
19671526000000,19671692000000,KEYCODE_5
19672201000000,19672351000000,KEYCODE_9
19672818000000,19672959000000,KEYCODE_4
19673452000000,19673626000000,KEYCODE_7
19674177000000,19674369000000,KEYCODE_8
19674828000000,19675011000000,KEYCODE_1
19675528000000,19675703000000,KEYCODE_0
19676187000000,19676395000000,KEYCODE_3
19676846000000,19677012000000,KEYCODE_1
19677463000000,19677604000000,KEYCODE_6
19678114000000,19678288000000,KEYCODE_3
19678756000000,19678947000000,KEYCODE_7
19679448000000,19679581000000,KEYCODE_9
19680148000000,19680265000000,KEYCODE_2
19680816000000,19680965000000,KEYCODE_0
19681408000000,19681507000000,KEYCODE_5
19681966000000,19682116000000,KEYCODE_4
19682600000000,19682725000000,KEYCODE_8
19683209000000,19683425000000,KEYCODE_5
19683876000000,19684059000000,KEYCODE_3
19684493000000,19684659000000,KEYCODE_9
19685119000000,19685310000000,KEYCODE_8
19685827000000,19686019000000,KEYCODE_0
19686511000000,19686677000000,KEYCODE_4
19687187000000,19687386000000,KEYCODE_1
19687929000000,19688070000000,KEYCODE_2
19688529000000,19688662000000,KEYCODE_7
19689088000000,19689204000000,KEYCODE_6
19689722000000,19689846000000,KEYCODE_4
19690364000000,19690505000000,KEYCODE_7
19691015000000,19691131000000,KEYCODE_1
19691623000000,19691764000000,KEYCODE_5
19692207000000,19692365000000,KEYCODE_6
19692866000000,19693024000000,KEYCODE_0
19693500000000,19693632000000,KEYCODE_9
19694167000000,19694266000000,KEYCODE_3
19694767000000,19694883000000,KEYCODE_2
19695359000000,19695525000000,KEYCODE_8
19695993000000,19696134000000,KEYCODE_2
19696627000000,19696801000000,KEYCODE_5
19697327000000,19697485000000,KEYCODE_0
19697903000000,19698086000000,KEYCODE_9
19698570000000,19698728000000,KEYCODE_6
19699288000000,19699512000000,KEYCODE_1
19699955000000,19700096000000,KEYCODE_3
19700555000000,19700747000000,KEYCODE_4
19701231000000,19701380000000,KEYCODE_7
19701865000000,19702031000000,KEYCODE_8
19702516000000,19702674000000,KEYCODE_6
19703134000000,19703325000000,KEYCODE_1
19703818000000,19703959000000,KEYCODE_9
19704443000000,19704576000000,KEYCODE_3
19705052000000,19705185000000,KEYCODE_2
19705661000000,19705844000000,KEYCODE_4
19706278000000,19706461000000,KEYCODE_5
19706903000000,19707095000000,KEYCODE_7
19707554000000,19707754000000,KEYCODE_8
19708246000000,19708437000000,KEYCODE_0
19708897000000,19709055000000,KEYCODE_1
19709489000000,19709647000000,KEYCODE_7
19710123000000,19710256000000,KEYCODE_4
19710757000000,19710881000000,KEYCODE_3
19711390000000,19711540000000,KEYCODE_5
19712091000000,19712232000000,KEYCODE_6
19712725000000,19712866000000,KEYCODE_2
19713552000000,19713684000000,KEYCODE_9
19714136000000,19714294000000,KEYCODE_8
19714828000000,19715036000000,KEYCODE_0
19715537000000,19715720000000,KEYCODE_2
19716246000000,19716404000000,KEYCODE_9
19716872000000,19717097000000,KEYCODE_8
19717623000000,19717847000000,KEYCODE_0
19718273000000,19718473000000,KEYCODE_5
19718949000000,19719098000000,KEYCODE_3
19719508000000,19719674000000,KEYCODE_6
19720150000000,19720366000000,KEYCODE_1
19720809000000,19720966000000,KEYCODE_7
19721492000000,19721667000000,KEYCODE_4
19722193000000,19722418000000,KEYCODE_1
19722894000000,19723051000000,KEYCODE_2
19723527000000,19723677000000,KEYCODE_9
19724153000000,19724336000000,KEYCODE_0
19724804000000,19724970000000,KEYCODE_4
19725454000000,19725629000000,KEYCODE_6
19726080000000,19726213000000,KEYCODE_8
19726664000000,19726838000000,KEYCODE_5
19727322000000,19727472000000,KEYCODE_7
19727956000000,19728089000000,KEYCODE_3
19728582000000,19728698000000,KEYCODE_1
19729216000000,19729348000000,KEYCODE_4
19729866000000,19730032000000,KEYCODE_0
19730508000000,19730633000000,KEYCODE_8
19731150000000,19731300000000,KEYCODE_5
19731768000000,19731934000000,KEYCODE_7
19732410000000,19732534000000,KEYCODE_9
19733069000000,19733260000000,KEYCODE_6
19733811000000,19733986000000,KEYCODE_3
19734453000000,19734603000000,KEYCODE_2
19735054000000,19735187000000,KEYCODE_6
19735655000000,19735788000000,KEYCODE_5
19736322000000,19736480000000,KEYCODE_9
19736956000000,19737131000000,KEYCODE_1
19737566000000,19737707000000,KEYCODE_8
19738200000000,19738375000000,KEYCODE_4
19738901000000,19739059000000,KEYCODE_7
19739560000000,19739668000000,KEYCODE_3
19740194000000,19740352000000,KEYCODE_0
19740853000000,19740986000000,KEYCODE_2
19741462000000,19741595000000,KEYCODE_4
19742062000000,19742195000000,KEYCODE_6
19742663000000,19742804000000,KEYCODE_2
19743305000000,19743446000000,KEYCODE_3
19743947000000,19744089000000,KEYCODE_8
19744565000000,19744714000000,KEYCODE_7
19745224000000,19745382000000,KEYCODE_1
19745916000000,19746049000000,KEYCODE_9
19746558000000,19746716000000,KEYCODE_0
19747184000000,19747301000000,KEYCODE_5
19747744000000,19747894000000,KEYCODE_7
19748429000000,19748553000000,KEYCODE_8
19749105000000,19749279000000,KEYCODE_0
19749789000000,19749931000000,KEYCODE_1
19750424000000,19750540000000,KEYCODE_2
19751042000000,19751183000000,KEYCODE_6
19751668000000,19751801000000,KEYCODE_5
19752378000000,19752519000000,KEYCODE_9
19753029000000,19753170000000,KEYCODE_4
19753680000000,19753796000000,KEYCODE_3
19754256000000,19754381000000,KEYCODE_8
19754883000000,19755032000000,KEYCODE_1
19755559000000,19755683000000,KEYCODE_0
19756151000000,19756259000000,KEYCODE_9
19756819000000,19756969000000,KEYCODE_4
19757495000000,19757645000000,KEYCODE_7
19758080000000,19758188000000,KEYCODE_5
19758697000000,19758822000000,KEYCODE_3
19759307000000,19759440000000,KEYCODE_6
19759950000000,19760049000000,KEYCODE_2
19760643000000,19760776000000,KEYCODE_0
19761286000000,19761402000000,KEYCODE_6
19761970000000,19762145000000,KEYCODE_1
19762622000000,19762755000000,KEYCODE_9
19763281000000,19763448000000,KEYCODE_4
19763916000000,19764057000000,KEYCODE_8
19764559000000,19764725000000,KEYCODE_2
19765252000000,19765410000000,KEYCODE_7
19765861000000,19765994000000,KEYCODE_5
19766487000000,19766628000000,KEYCODE_3
19767096000000,19767221000000,KEYCODE_6
19767747000000,19767888000000,KEYCODE_8
19768414000000,19768555000000,KEYCODE_7
19769057000000,19769190000000,KEYCODE_3
19769700000000,19769841000000,KEYCODE_1
19770385000000,19770509000000,KEYCODE_2
19771053000000,19771177000000,KEYCODE_9
19771696000000,19771820000000,KEYCODE_4
19772338000000,19772505000000,KEYCODE_0
19772940000000,19773073000000,KEYCODE_5
19773566000000,19773724000000,KEYCODE_0
19774175000000,19774317000000,KEYCODE_8
19774835000000,19774985000000,KEYCODE_7
19775469000000,19775594000000,KEYCODE_6
19776128000000,19776286000000,KEYCODE_3
19776737000000,19776862000000,KEYCODE_5
19777380000000,19777513000000,KEYCODE_2
19777989000000,19778130000000,KEYCODE_4
19778690000000,19778814000000,KEYCODE_9
19779340000000,19779498000000,KEYCODE_1
19779983000000,19780108000000,KEYCODE_5
19780625000000,19780767000000,KEYCODE_0
19781268000000,19781392000000,KEYCODE_7
19781877000000,19781976000000,KEYCODE_2
19782536000000,19782644000000,KEYCODE_6
19783153000000,19783278000000,KEYCODE_4
19783780000000,19783896000000,KEYCODE_3
19784380000000,19784522000000,KEYCODE_8
19784981000000,19785122000000,KEYCODE_9
19785607000000,19785732000000,KEYCODE_1
19786249000000,19786424000000,KEYCODE_4
19786875000000,19786983000000,KEYCODE_6
19787485000000,19787617000000,KEYCODE_5
19788152000000,19788277000000,KEYCODE_1
19788861000000,19789003000000,KEYCODE_0
19789537000000,19789662000000,KEYCODE_7
19790163000000,19790271000000,KEYCODE_8
19790822000000,19790955000000,KEYCODE_3
19791489000000,19791631000000,KEYCODE_9
19792190000000,19792307000000,KEYCODE_2
